aX,aY,aZ,gX,gY,gZ
-0.258,0.691,-0.178,-22.278,-13.550,8.606
-0.314,0.781,-0.133,-38.574,-19.165,10.559
-0.384,0.859,-0.046,-52.979,-25.146,13.000
-0.453,0.966,0.039,-64.087,-28.748,16.052
-0.485,1.057,0.094,-66.833,-28.748,19.348
-0.482,1.138,0.154,-60.242,-26.428,21.606
-0.460,1.153,0.174,-45.166,-21.362,20.386
-0.424,1.148,0.171,-27.100,-13.245,17.517
-0.381,1.102,0.160,-9.460,-3.723,13.428
-0.343,1.048,0.125,4.089,4.822,9.216
-0.310,1.010,0.116,11.292,11.780,7.507
-0.282,0.983,0.123,13.855,16.846,8.057
-0.278,0.972,0.119,14.526,19.958,10.071
-0.279,0.962,0.112,13.733,20.081,12.939
-0.266,0.953,0.124,9.949,17.578,15.198
-0.259,0.964,0.128,4.944,13.794,15.137
-0.252,0.961,0.104,2.563,8.789,12.939
-0.236,0.962,0.078,1.831,2.930,9.766
-0.209,0.955,0.049,1.343,-2.380,6.104
-0.198,0.940,0.010,1.282,-6.958,3.296
-0.383,2.387,0.294,54.932,-20.508,24.475
-0.691,2.737,0.298,75.378,-12.329,10.193
-0.819,3.049,0.419,101.624,14.221,1.343
-1.102,2.883,0.564,119.324,40.833,-10.803
-1.613,3.045,0.575,102.844,45.654,-13.794
-1.687,3.201,0.505,73.608,37.659,0.244
-1.531,3.212,0.535,58.411,34.851,11.719
-1.370,3.023,0.624,58.228,34.912,13.977
-1.167,2.892,0.676,59.814,38.574,13.916
-1.035,2.932,0.338,53.955,48.767,12.024
-0.892,3.091,0.038,55.969,51.819,8.728
-0.784,2.963,0.077,56.824,43.030,4.700
-0.711,2.576,0.224,53.833,28.076,-0.793
-0.703,2.005,0.202,56.335,12.756,-9.155
-0.717,1.339,0.220,60.730,0.549,-18.860
-0.621,0.778,0.320,59.509,-0.427,-18.799
-0.393,0.620,0.084,64.453,17.334,-5.493
-0.222,0.385,-0.396,93.384,37.170,0.305
-0.086,-0.033,-0.703,123.230,44.983,-4.883
0.049,-0.409,-0.609,131.836,43.091,-7.446
0.105,-0.511,-0.922,112.488,53.040,-5.554
0.018,-0.227,-1.529,86.609,65.430,-5.005
-0.036,-0.737,-1.748,28.625,59.326,-20.874
-0.058,-0.368,-1.513,37.598,28.687,-29.297
-0.061,-0.217,-1.125,15.747,-13.855,-32.227
-0.095,-0.030,-0.559,-32.104,-34.485,-42.725
-0.174,0.138,-0.149,-81.055,-32.715,-46.204
-0.202,0.243,0.148,-100.281,-30.212,-47.424
-0.224,0.314,0.408,-84.717,-32.593,-41.870
-0.220,0.306,0.431,-46.753,-34.424,-32.104
-0.221,0.184,0.343,-11.169,-36.987,-22.583
-0.170,-0.007,0.252,10.925,-36.377,-12.573
-0.107,-0.227,0.199,23.315,-35.461,-2.014
-0.083,-0.351,0.186,28.931,-32.410,12.390
-0.065,-0.319,0.225,27.954,-26.245,25.330
-0.064,-0.238,0.286,23.499,-18.616,33.508
-0.043,-0.135,0.297,21.912,-10.254,37.537
-0.012,-0.001,0.236,23.926,-3.845,38.208
0.019,0.091,0.128,28.198,0.061,34.973
0.052,0.110,-0.024,33.875,1.709,28.137
0.088,0.187,-0.125,38.696,-2.625,25.452
0.085,0.121,-0.181,38.330,-5.249,21.362
0.072,0.040,-0.188,30.579,-5.981,18.127
0.061,-0.004,-0.203,18.372,-6.836,17.029
0.052,-0.022,-0.188,6.958,-7.324,14.465
0.042,-0.027,-0.147,-3.113,-6.592,11.597
0.014,-0.019,-0.116,-12.268,-4.517,8.362
-0.050,0.028,-0.155,-18.860,-2.014,4.395
-0.161,0.050,-0.160,-22.400,-2.930,0.671
-0.299,0.089,-0.157,-21.973,-7.080,-1.953
-0.402,0.145,-0.239,-12.695,-5.676,-2.258
-0.500,0.100,-0.327,0.305,2.502,-1.709
-0.543,0.051,-0.260,7.080,16.113,1.709
-0.489,0.112,0.029,5.249,31.311,8.972
-0.391,0.336,0.304,14.771,46.692,16.174
-0.371,0.624,0.324,45.410,59.265,23.804
-0.408,0.982,-0.029,71.838,68.726,37.109
-0.590,1.198,-0.121,70.435,66.589,50.232
-0.633,1.266,0.131,45.288,57.983,49.927
-0.725,1.378,0.474,18.799,41.443,38.452
-0.740,1.598,0.440,5.127,36.072,27.283
-0.511,1.898,0.413,-13.000,46.509,22.705
-0.193,1.957,0.741,-27.466,43.640,22.766
-0.086,2.147,0.893,-20.935,38.330,24.170
-0.149,2.282,0.787,-4.028,31.372,26.917
-0.323,2.255,0.651,7.202,20.874,25.391
-0.499,2.115,0.534,15.747,13.733,13.733
-0.792,2.060,0.071,12.451,3.662,2.441
-1.004,2.038,-0.224,-8.972,-11.353,-5.554
-1.000,2.252,0.133,-54.382,-38.696,-3.479
-0.927,2.255,0.949,-56.885,-63.660,3.540
-0.834,2.099,1.395,-20.996,-61.096,16.113
-0.779,1.974,1.146,14.771,-34.485,27.283
-0.697,1.834,0.833,31.860,-12.268,30.640
-0.546,1.662,0.776,33.936,-4.822,26.794
-0.440,1.527,0.786,36.255,-0.793,19.531
-0.428,1.402,0.595,41.321,7.690,11.169
-0.429,1.258,0.332,41.748,13.000,2.991
-0.401,1.057,0.177,40.894,5.798,-4.395
-0.339,0.857,0.126,43.274,-9.033,-9.155
-0.230,0.716,0.175,47.485,-25.452,-10.010
-0.147,0.715,0.235,47.119,-33.936,-5.066
-0.124,0.735,0.184,38.940,-27.588,0.488
-0.125,0.739,0.149,26.550,-22.034,10.803
-0.151,0.726,0.120,19.836,-21.179,20.325
-0.186,0.695,0.109,20.447,-25.391,24.475
-0.216,0.620,0.091,24.902,-31.372,22.644
-0.244,0.533,0.030,28.320,-34.119,18.677
-0.262,0.476,0.046,23.926,-33.386,14.404
-0.264,0.441,0.048,15.137,-31.311,11.719
-0.261,0.416,0.046,4.211,-28.625,9.033
-0.273,0.401,0.050,-7.324,-27.405,4.822
-0.289,0.451,0.059,-21.484,-26.367,0.671
-0.291,0.532,0.092,-37.170,-23.987,-2.197
-0.282,0.646,0.113,-50.537,-19.714,-2.808
-0.272,0.764,0.145,-58.533,-15.381,-2.380
-0.283,0.873,0.136,-60.547,-12.146,-1.709
-0.331,0.960,0.118,-58.228,-9.216,-0.061
-0.370,1.045,0.119,-54.382,-6.531,3.662
-0.385,1.047,0.182,-50.171,-6.531,8.789
-0.403,1.077,0.255,-45.288,-7.874,13.123
-0.415,1.073,0.292,-40.039,-7.080,14.526
-0.427,1.018,0.316,-31.372,-4.639,14.221
-0.419,0.971,0.337,-19.897,-0.610,14.099
-0.426,0.884,0.303,-7.507,4.578,13.489
-0.419,0.863,0.248,0.610,11.230,13.855
-0.392,0.858,0.232,5.676,14.954,14.282
-0.365,0.862,0.214,8.118,16.235,13.672
-0.339,0.873,0.202,7.019,17.273,12.878
-0.306,0.894,0.209,2.258,17.700,12.085
-0.276,0.916,0.216,-3.723,17.151,11.047
-0.266,0.922,0.201,-8.057,16.235,9.155
-0.276,0.911,0.172,-11.108,14.404,7.629
-0.294,0.896,0.146,-13.428,11.719,6.897
-0.304,0.878,0.139,-14.526,7.568,6.775
-0.316,0.868,0.140,-13.306,3.174,7.080
-0.325,0.861,0.144,-11.108,0.366,7.385
-0.331,0.866,0.149,-8.118,-1.282,8.484
-0.337,0.875,0.154,-4.456,-2.258,10.376
-0.953,1.932,0.602,41.138,44.678,16.418
-1.176,2.244,0.912,101.624,23.254,2.319
-1.269,2.324,1.410,166.321,0.000,-19.287
-1.084,2.358,1.738,192.871,-4.883,-33.508
-0.715,2.676,1.410,161.865,16.907,-29.907
-0.449,3.176,0.727,93.384,47.241,-13.733
-0.526,3.250,0.218,49.255,58.838,-8.179
-0.734,2.948,0.456,16.113,49.133,-20.508
-1.021,2.741,0.983,-15.991,32.104,-15.198
-1.278,3.026,1.320,-31.433,12.878,16.052
-1.571,3.219,0.920,-22.034,3.296,42.175
-1.681,2.930,0.465,-13.611,-14.954,35.034
-1.669,2.012,0.282,-6.531,-41.077,13.367
-1.588,1.308,0.536,-7.690,-44.250,6.104
-1.495,0.955,0.307,18.860,-16.846,19.897
-1.283,0.730,0.088,60.791,5.066,27.893
-0.961,0.639,0.042,84.229,17.456,33.508
-0.583,0.526,-0.130,95.947,39.795,30.945
-0.223,0.279,-0.420,106.262,74.829,17.456
0.030,-0.115,-0.717,88.440,105.469,-2.747
-0.029,-0.563,-0.732,41.260,107.178,-23.682
0.143,-0.516,-0.785,-49.438,100.220,-28.015
0.084,-0.485,-0.855,-76.782,83.496,-50.903
0.222,-0.214,-0.697,-54.749,69.702,-62.683
0.021,-0.292,-0.992,-9.277,67.688,-78.003
0.207,-0.096,-0.855,-38.330,47.119,-68.726
0.042,0.072,-1.069,-44.373,23.010,-52.368
0.041,0.161,-0.754,-64.941,-9.766,-31.494
0.035,0.205,-0.508,-72.021,-38.940,-19.470
-0.013,0.206,-0.248,-61.584,-54.810,-8.057
-0.058,0.106,0.040,-50.415,-57.739,-0.488
-0.066,-0.038,0.321,-44.861,-48.157,9.827
-0.017,-0.065,0.423,-33.752,-27.649,25.696
0.063,-0.022,0.554,-15.259,-10.681,38.574
0.091,-0.045,0.517,7.019,-0.122,42.725
0.107,-0.055,0.445,22.461,4.028,44.373
0.107,0.027,0.471,29.175,0.854,45.837
0.086,0.158,0.354,37.598,0.610,46.936
0.052,0.263,0.161,48.523,0.977,46.997
0.042,0.273,-0.091,63.416,0.610,39.673
0.069,0.213,-0.308,61.951,-1.648,31.372
0.090,0.080,-0.348,45.715,-7.202,21.973
0.084,-0.035,-0.312,24.414,-13.184,10.437
0.074,-0.101,-0.265,13.306,-16.968,-0.305
0.010,-0.132,-0.194,12.146,-21.057,-1.770
-0.062,-0.170,-0.165,9.338,-20.081,-2.808
-0.133,-0.124,-0.212,4.150,-20.203,-1.526
-0.193,-0.073,-0.232,4.639,-25.452,-2.014
-0.276,-0.149,-0.209,0.610,-30.762,-6.470
-0.318,-0.241,-0.234,-15.686,-28.015,-8.911
-0.334,-0.190,-0.207,-37.964,-26.367,-4.089
-0.355,-0.099,-0.091,-58.594,-27.832,2.258
-0.356,0.073,0.091,-71.777,-23.804,6.653
-0.313,0.279,0.299,-68.787,-19.226,8.972
-0.259,0.579,0.285,-33.875,-13.794,17.517
-0.254,0.822,0.005,33.447,-9.766,36.499
-0.298,1.177,-0.177,94.360,-10.315,61.401
-0.384,1.289,-0.164,122.559,-20.020,76.660
-0.451,1.384,0.106,112.854,-27.466,78.735
-0.646,1.345,0.578,82.520,-29.053,58.716
-0.791,1.299,0.378,52.002,-8.545,29.724
-0.888,1.642,0.252,23.865,-2.258,23.254
-0.902,2.132,0.707,-9.460,-19.958,33.875
-0.991,1.964,0.876,-31.982,-5.554,19.165
-1.082,1.813,0.667,-30.273,12.512,4.150
-1.174,1.940,0.490,-19.470,10.071,12.634
-1.285,2.002,0.473,-0.366,3.784,13.672
-1.303,2.115,0.425,4.028,4.517,10.681
-1.378,2.235,0.188,-12.329,4.700,14.160
-1.418,2.197,0.313,-26.184,-0.122,14.282
-1.353,2.315,0.782,-28.320,-6.470,23.010
-1.288,2.086,0.887,-0.244,1.709,22.339
-1.284,1.786,0.721,20.020,14.099,21.179
-1.187,1.562,0.512,12.573,19.897,22.156
-1.012,1.440,0.505,-4.883,16.968,22.034
-0.824,1.332,0.542,-14.954,17.822,16.235
-0.679,1.293,0.520,-16.296,23.987,9.766
-0.578,1.239,0.442,-11.536,30.396,2.075
-0.506,1.172,0.320,-1.587,33.997,-3.967
-0.455,1.086,0.226,12.146,31.982,-6.653
-0.405,1.002,0.212,21.851,24.963,-6.958
-0.355,0.887,0.240,29.907,16.541,-5.371
-0.302,0.762,0.250,33.325,10.925,-2.197
-0.275,0.653,0.251,31.250,6.897,2.502
-0.250,0.537,0.201,28.992,4.211,6.165
-0.225,0.491,0.131,26.794,2.869,9.216
-0.234,0.411,0.039,29.297,-1.038,10.437
-0.240,0.374,-0.011,30.273,-6.836,9.705
-0.250,0.323,-0.026,25.513,-13.428,5.798
-0.272,0.313,-0.042,17.212,-18.677,2.197
-0.287,0.366,-0.053,6.836,-20.264,-0.732
-0.284,0.400,-0.096,-10.498,-18.921,-5.371
-0.290,0.460,-0.062,-31.494,-23.376,-10.620
-0.305,0.566,0.014,-41.382,-30.457,-13.977
-0.364,0.543,0.066,-42.664,-34.729,-20.325
-0.394,0.622,0.179,-44.434,-35.095,-18.433
-0.398,0.675,0.250,-39.856,-31.067,-12.329
-0.411,0.664,0.273,-23.804,-26.123,-6.775
-0.427,0.650,0.232,-7.324,-19.226,1.221
-0.435,0.695,0.173,0.549,-11.719,11.169
-0.435,0.762,0.116,4.028,-6.104,19.226
-0.447,0.798,0.138,6.958,-4.883,23.621
-0.474,0.868,0.157,5.859,-4.333,26.367
-0.515,0.917,0.134,1.099,-0.854,24.597
-0.556,0.903,0.056,-7.019,4.822,19.531
-0.567,0.928,0.032,-15.991,6.042,16.724
-0.544,0.969,0.140,-20.142,1.221,16.052
-0.527,1.000,0.250,-19.043,-1.587,15.259
-0.516,0.972,0.277,-15.259,1.038,13.367
-0.514,0.984,0.296,-10.437,4.944,13.428
-0.516,0.936,0.272,-4.700,8.972,13.367
-0.500,0.995,0.245,-1.465,13.000,15.137
-0.478,0.939,0.207,0.244,15.930,11.841
-0.460,0.904,0.185,1.160,16.357,8.423
-0.438,0.894,0.182,-0.122,16.479,7.263
-0.424,0.890,0.182,-1.648,16.541,7.202
-0.417,0.885,0.191,-2.319,14.221,7.996
-0.426,0.881,0.206,-2.136,10.559,8.484
-0.431,0.872,0.207,-1.648,6.775,8.423
-1.118,1.386,0.665,86.914,15.320,40.527
-1.158,1.675,1.034,98.694,16.357,47.546
-1.149,2.064,0.791,109.924,31.738,49.194
-1.113,2.537,0.381,94.727,38.269,45.532
-1.212,2.857,0.101,55.054,28.503,31.921
-1.398,2.869,0.391,10.864,8.789,6.958
-1.656,2.939,1.054,-18.188,-15.076,-15.442
-1.822,2.835,1.219,-16.907,-20.447,-35.583
-1.820,2.643,0.992,-6.836,-15.503,-45.532
-1.727,2.359,0.976,-10.498,-10.986,-45.837
-1.659,2.040,0.860,-17.700,3.845,-42.114
-1.539,1.897,0.646,-22.278,19.836,-32.410
-1.363,1.842,0.418,-16.968,29.602,-27.405
-1.141,1.752,0.194,-4.150,35.522,-26.184
-0.910,1.616,0.009,10.376,39.063,-28.687
-0.646,1.363,-0.124,26.367,38.391,-35.278
-0.386,1.001,-0.240,36.316,36.743,-43.884
-0.173,0.597,-0.211,37.354,36.987,-49.561
-0.031,0.220,-0.151,36.011,39.490,-53.650
-0.002,-0.159,-0.104,42.908,46.997,-58.105
-0.002,-0.464,-0.113,48.584,58.960,-61.768
-0.017,-0.589,-0.331,57.983,76.721,-64.270
-0.066,-1.001,-0.487,49.622,84.106,-64.331
0.042,-0.536,-0.585,44.250,88.196,-64.880
0.047,-0.759,-0.822,11.719,86.609,-55.542
0.056,-0.306,-0.891,5.310,71.594,-39.490
0.041,-0.011,-0.903,-39.551,51.880,-29.907
-0.051,0.129,-0.756,-71.533,32.898,-36.987
-0.151,0.159,-0.583,-101.746,11.780,-37.659
-0.192,0.165,-0.294,-114.685,-6.104,-37.537
-0.198,0.153,-0.080,-111.328,-18.738,-32.837
-0.170,0.142,0.045,-94.910,-26.428,-22.888
-0.141,0.115,0.097,-65.674,-29.419,-9.521
-0.084,0.101,0.122,-32.471,-29.358,3.967
-0.024,0.090,0.127,-2.686,-26.428,14.038
0.026,0.029,0.081,21.484,-21.851,20.264
0.062,0.038,0.088,37.048,-17.761,26.001
0.069,-0.024,0.110,45.166,-13.428,28.625
0.065,0.004,0.168,50.110,-13.855,31.677
0.060,-0.025,0.163,51.514,-15.991,31.494
0.047,-0.040,0.196,43.762,-14.221,30.701
0.039,-0.027,0.166,32.654,-11.536,32.349
0.028,0.021,0.172,21.362,-7.690,33.203
0.018,0.052,0.106,15.381,-1.160,29.724
0.016,0.063,0.036,16.174,1.282,26.245
0.007,0.008,-0.021,18.799,0.305,23.193
0.001,-0.057,-0.084,19.836,-2.625,20.996
0.001,-0.071,-0.133,17.029,-5.310,20.874
0.021,-0.050,-0.153,14.587,-6.836,19.836
0.020,-0.036,-0.163,12.268,-7.385,16.663
-0.016,-0.039,-0.155,7.874,-7.202,13.611
-0.095,-0.008,-0.145,0.854,-7.629,10.681
-0.158,0.040,-0.059,-3.845,-12.085,5.859
-0.217,0.183,-0.015,-0.122,-19.775,-0.854
-0.354,0.354,-0.091,15.808,-27.405,-7.568
-0.550,0.383,-0.258,36.316,-35.278,-13.550
-0.669,0.512,-0.209,35.950,-41.443,-9.888
-0.807,0.592,-0.069,29.297,-44.373,-0.366
-0.802,0.975,0.085,26.367,-41.565,18.921
-0.763,1.435,0.390,46.143,-46.570,38.269
-0.701,1.806,0.470,75.562,-46.326,48.523
-0.689,2.271,0.890,83.496,-42.053,53.467
-0.763,2.328,1.196,73.059,-15.259,37.720
-0.860,2.364,1.177,58.716,12.146,26.184
-1.105,2.370,0.543,56.824,24.963,13.306
-1.500,2.099,-0.628,45.044,25.818,1.465
-1.286,2.062,-0.581,-33.142,11.658,1.648
-1.073,1.921,0.159,-110.107,-12.573,7.263
-1.093,1.727,0.719,-145.081,-22.156,23.926
-1.185,1.876,1.205,-134.705,-14.648,38.757
-1.172,2.297,1.338,-88.318,0.610,49.377
-1.112,2.420,1.094,-28.198,13.855,34.912
-0.960,2.351,0.732,11.597,5.859,8.484
-0.788,2.276,0.304,8.972,-4.333,-6.348
-0.744,2.030,0.035,-24.170,-4.700,-13.489
-0.654,1.780,0.176,-62.805,-2.380,-17.578
-0.609,1.558,0.459,-79.834,1.282,-17.456
-0.660,1.347,0.536,-75.684,6.653,-13.428
-0.736,1.176,0.433,-56.824,12.268,-4.578
-0.754,1.038,0.383,-32.471,14.343,7.080
-0.681,0.951,0.382,-16.907,14.832,18.311
-0.563,0.871,0.371,-8.545,14.893,24.353
-0.439,0.807,0.296,-0.732,15.381,24.109
-0.343,0.737,0.188,6.775,15.869,18.982
-0.256,0.649,0.084,10.559,16.724,12.573
-0.183,0.578,0.033,8.057,16.296,8.545
-0.139,0.521,0.036,1.709,14.648,7.629
-0.123,0.464,0.028,-2.014,14.282,7.324
-0.140,0.410,0.049,-3.418,13.916,6.958
-0.155,0.363,0.044,-4.089,15.686,6.042
-0.159,0.378,0.007,-3.967,16.968,2.502
-0.158,0.419,-0.016,-1.526,15.259,-2.625
-0.184,0.330,-0.094,0.366,12.817,-9.888
-0.182,0.415,-0.079,-0.732,7.690,-9.216
-0.174,0.511,-0.056,-5.798,3.479,-8.911
-0.182,0.575,-0.066,-9.644,1.709,-9.033
-0.211,0.642,-0.072,-11.536,-1.221,-6.958
-0.263,0.682,-0.063,-12.024,-4.761,-4.761
-0.320,0.709,-0.064,-11.414,-8.728,-0.732
-0.372,0.729,-0.042,-13.062,-13.123,5.127
-0.409,0.769,-0.008,-20.874,-16.113,10.437
-0.419,0.820,0.023,-30.518,-16.113,13.977
-0.417,0.868,0.055,-38.086,-13.550,15.808
-0.417,0.905,0.083,-42.175,-9.460,15.991
-0.415,0.957,0.109,-40.100,-5.615,15.381
-0.409,1.000,0.129,-30.579,-2.502,13.306
-0.412,1.021,0.139,-17.212,-0.610,11.353
-0.422,1.033,0.152,-4.639,0.732,10.620
-0.426,1.001,0.172,4.272,1.709,10.925
-0.426,0.980,0.188,9.888,3.357,12.024
-0.431,0.944,0.170,12.634,5.005,12.756
-0.435,0.907,0.132,11.902,5.737,13.123
-0.428,0.892,0.103,8.545,4.761,12.756
-0.416,0.888,0.084,5.310,2.502,11.047
-0.402,0.898,0.071,3.296,0.122,8.301
-0.387,0.893,0.083,2.075,-2.502,5.615
-0.376,0.884,0.111,0.366,-4.639,3.357
-0.363,0.884,0.143,-3.113,-5.188,2.197
-0.349,0.899,0.149,-6.409,-4.395,1.709
-0.767,1.754,0.910,55.115,70.190,2.991
-0.872,1.898,0.829,84.778,65.857,5.859
-0.828,2.267,1.291,108.398,44.556,12.146
-0.772,2.595,1.286,121.277,43.457,14.771
-0.656,2.865,0.894,132.935,70.190,12.024
-0.434,3.274,0.191,120.300,96.619,24.902
-0.624,3.292,-0.069,65.735,78.369,42.969
-0.911,2.967,0.042,17.090,38.208,33.997
-1.251,2.880,0.615,-5.310,-7.263,28.564
-1.633,2.703,0.942,-1.770,-38.940,18.433
-1.662,2.620,0.669,14.465,-36.072,11.353
-1.361,2.771,0.361,15.686,-18.738,17.639
-1.053,2.916,0.259,22.156,-11.108,23.987
-0.884,2.763,-0.011,57.007,-5.188,15.930
-0.795,2.194,-0.178,102.539,0.854,-3.967
-0.706,1.596,-0.173,124.329,3.845,-18.677
-0.581,1.082,-0.130,125.854,10.681,-24.536
-0.440,0.522,-0.048,123.352,21.606,-28.931
-0.277,0.153,-0.068,119.080,35.095,-27.344
-0.166,-0.164,-0.254,124.451,54.443,-24.048
-0.098,-0.339,-0.398,121.033,69.763,-17.822
-0.054,-0.502,-0.547,88.013,85.938,-18.311
-0.002,-0.531,-0.606,26.550,94.299,-22.766
0.133,-0.577,-0.700,-48.767,100.830,-33.203
0.137,-0.513,-0.740,-62.134,92.590,-39.001
0.156,-0.087,-0.769,-82.336,59.021,-35.950
0.347,0.121,-1.286,-195.312,19.714,-55.054
-0.130,-0.932,0.034,-196.899,-49.438,-81.055
-0.089,-0.013,-0.537,-104.492,-27.527,-21.301
-0.197,-0.108,-0.504,-104.065,-32.715,-20.020
-0.020,-0.142,-0.382,-119.751,-53.223,-19.775
-0.269,-0.118,-0.334,-106.567,-61.584,-3.967
-0.223,-0.042,-0.096,-93.384,-71.533,15.991
-0.274,-0.057,0.037,-81.055,-60.425,26.306
-0.286,0.088,0.130,-62.012,-43.640,51.147
-0.274,0.194,0.175,-26.001,-25.757,63.354
-0.222,0.346,0.230,14.343,-9.338,71.167
-0.126,0.366,0.160,54.077,3.418,71.594
-0.058,0.131,0.131,70.435,14.160,63.477
-0.064,0.142,-0.001,59.265,24.536,65.002
-0.107,0.138,0.046,31.982,32.043,67.810
-0.082,0.182,0.121,-3.357,37.781,70.068
0.038,0.078,0.097,-18.188,41.077,61.340
0.050,0.075,0.092,-25.818,41.016,53.711
0.052,0.067,-0.012,-40.039,43.823,48.584
0.094,-0.010,-0.104,-45.959,44.189,36.865
0.158,-0.086,-0.195,-40.955,38.391,27.405
0.160,-0.068,-0.245,-30.029,28.931,23.193
0.098,-0.006,-0.217,-21.790,19.226,19.653
0.086,0.073,-0.032,-19.470,6.775,18.433
0.050,0.125,0.084,-9.521,-4.883,20.264
0.017,0.128,0.114,4.089,-14.832,22.156
-0.001,0.168,0.101,17.517,-22.766,23.804
0.011,0.210,-0.031,31.311,-21.973,25.146
-0.025,0.358,-0.310,38.818,-13.611,26.733
-0.137,0.668,-0.443,36.255,-14.465,24.475
-0.313,0.888,-0.536,43.457,-32.654,16.479
-0.255,1.564,-0.149,59.204,-62.317,15.076
-0.432,1.723,-0.194,85.510,-69.519,-7.812
-0.396,1.885,0.079,102.600,-74.341,-26.550
-0.203,1.912,0.440,102.783,-75.867,-26.184
-0.302,2.050,0.687,91.919,-60.242,-26.978
-0.466,1.862,0.716,78.308,-17.578,-39.612
-0.850,1.977,0.322,75.867,-12.878,-33.997
-1.556,1.656,-1.028,73.303,-3.784,-33.203
-1.500,1.778,-0.297,-11.108,-16.052,-27.100
-1.118,1.983,1.157,-99.060,-30.457,-18.738
-1.062,2.197,1.378,-124.878,13.062,-18.860
-1.324,2.249,0.830,-114.380,62.012,-5.005
-1.524,2.600,0.594,-98.938,75.928,9.338
-1.391,2.611,0.716,-60.547,59.021,2.502
-0.974,2.391,0.844,-6.165,43.762,-8.057
-0.634,2.097,0.766,23.193,48.950,-14.648
-0.395,1.760,0.549,19.775,74.829,-15.503
-0.293,1.427,0.427,11.841,98.022,-8.484
-0.326,1.206,0.398,-0.122,108.826,3.723
-0.336,1.015,0.321,-13.428,107.605,16.968
-0.330,0.932,0.355,-20.752,90.637,25.452
-0.298,0.775,0.172,-19.897,76.477,21.973
-0.186,0.841,0.135,-22.034,60.303,18.494
-0.117,0.861,0.044,-20.874,46.082,14.771
-0.092,0.870,0.028,-20.874,24.841,15.320
-0.087,0.880,-0.004,-23.865,8.362,19.104
-0.098,0.919,-0.058,-28.015,-1.587,19.653
-0.119,0.934,-0.087,-31.311,-11.536,21.423
-0.152,0.947,-0.068,-34.912,-22.339,19.897
-0.186,0.935,-0.058,-35.950,-28.442,16.418
-0.233,0.910,-0.030,-32.043,-27.771,11.597
-0.291,0.902,-0.054,-27.588,-25.452,7.507
-0.367,0.867,-0.057,-21.912,-25.024,3.052
-0.444,0.807,-0.046,-13.550,-24.292,-2.136
-0.419,0.758,0.026,-2.869,-26.306,-4.639
-0.430,0.624,0.010,9.827,-29.419,-5.371
-0.413,0.636,0.057,17.456,-33.142,-1.404
-0.406,0.592,0.056,25.269,-31.555,0.916
-0.381,0.552,0.067,29.785,-27.466,1.831
-0.352,0.522,0.095,27.832,-22.278,2.563
-0.307,0.534,0.081,20.935,-13.855,3.052
-0.286,0.571,-0.010,10.742,-3.540,4.028
-0.250,0.662,-0.091,-0.366,6.958,6.287
-0.215,0.727,-0.095,-5.310,10.193,9.338
-0.208,0.762,-0.066,-4.700,5.005,10.925
-0.218,0.788,-0.012,-1.221,-2.625,11.841
-0.239,0.820,0.021,3.479,-9.277,12.573
-0.269,0.854,0.022,7.141,-13.977,13.855
-0.291,0.907,0.047,7.629,-16.724,14.832
-0.307,0.948,0.101,6.531,-19.165,13.367
-0.341,0.916,0.101,8.179,-20.996,8.911
-0.384,0.862,0.144,10.559,-24.048,5.859
-0.395,0.876,0.162,5.676,-22.522,7.324
-0.378,0.905,0.220,0.977,-18.250,9.094
-0.356,0.922,0.226,0.244,-14.648,9.216
-0.344,0.922,0.192,1.648,-11.780,8.301
-0.336,0.924,0.131,1.099,-10.010,7.629
-0.335,0.956,0.090,-0.916,-8.911,7.080
-0.323,0.991,0.079,-2.380,-7.812,6.348
-0.303,1.030,0.109,-1.831,-7.080,5.798
-0.289,1.053,0.144,0.854,-6.958,5.371
-0.303,1.047,0.107,5.127,-5.493,5.188
-0.455,2.043,0.670,12.817,41.260,34.912
-0.572,2.290,0.659,28.076,60.242,35.889
-0.831,2.338,0.511,31.494,66.956,25.635
-1.060,2.252,0.285,33.691,70.984,10.864
-0.942,2.544,0.407,30.090,73.792,1.099
-0.817,2.650,0.394,27.405,73.303,-11.841
-0.869,2.678,0.374,16.235,61.584,-12.268
-0.921,2.869,0.496,-16.968,52.002,-5.371
-1.008,3.161,0.550,-52.917,45.044,-5.615
-1.029,3.480,0.307,-67.322,35.034,-18.005
-1.027,3.308,0.188,-59.937,16.968,-40.588
-1.009,2.971,0.219,-58.960,2.258,-50.964
-0.998,2.728,0.119,-53.162,-3.723,-41.016
-1.016,2.242,-0.058,-27.039,-11.841,-37.109
-0.967,1.808,-0.191,-1.770,-24.841,-35.706
-0.812,1.467,-0.333,25.818,-33.691,-38.452
-0.579,1.016,-0.385,54.626,-29.968,-43.579
-0.318,0.581,-0.278,72.388,-14.954,-45.959
-0.110,0.262,-0.297,71.533,7.690,-42.664
0.005,-0.123,-0.318,66.528,31.067,-39.490
0.063,-0.433,-0.388,62.012,54.871,-32.288
0.129,-0.609,-0.454,53.162,70.984,-16.296
0.045,-0.666,-0.325,44.495,71.899,-1.831
0.055,-0.371,-0.423,40.833,70.251,2.258
-0.009,-0.582,-0.536,42.725,64.209,-8.118
-0.107,-0.366,-0.587,60.425,47.852,-11.169
-0.130,-0.364,-0.595,37.109,31.433,-12.939
-0.150,-0.356,-0.485,15.564,8.179,-18.494
