aX,aY,aZ,gX,gY,gZ
-0.850,1.457,0.560,96.130,39.490,-4.150
-1.151,1.376,0.537,93.933,29.419,2.258
-1.242,1.673,0.316,106.262,13.000,9.216
-1.229,2.344,0.554,109.009,-5.188,23.865
-0.891,3.303,0.585,97.839,-10.315,44.250
-0.631,3.657,0.141,104.004,14.465,40.771
-0.281,3.654,-0.252,99.243,34.241,23.437
-0.058,3.249,-0.340,53.284,44.250,1.160
-0.426,2.749,-0.002,-31.372,28.076,-16.418
-0.559,2.929,0.363,-126.343,22.400,-17.944
-0.719,2.985,0.199,-170.471,20.142,-10.376
-0.915,2.861,-0.330,-149.414,2.136,-17.273
-0.780,2.544,-0.427,-109.375,-20.508,-6.409
-0.661,2.184,-0.542,-43.640,-17.822,2.014
-0.621,1.945,-0.419,25.391,-13.489,2.686
-0.589,1.414,-0.305,76.965,-13.916,-14.221
-0.496,0.862,-0.149,108.215,0.977,-16.785
-0.520,0.215,0.001,118.958,29.480,-14.282
-0.595,-0.679,-0.052,105.469,61.707,-15.259
-0.498,-1.073,-0.159,74.768,77.393,-10.376
-0.383,-1.211,-0.355,48.767,81.238,-14.404
-0.208,-0.953,-0.468,15.442,76.599,-8.606
-0.056,-0.643,-0.640,-7.935,77.881,-11.841
0.051,-0.265,-0.727,-24.963,64.819,-2.808
0.086,-0.003,-0.715,-35.522,40.344,4.456
0.086,0.136,-0.592,-41.870,15.686,9.460
0.057,0.264,-0.403,-40.894,-5.432,11.841
0.055,0.263,-0.296,-36.682,-19.287,10.071
0.037,0.166,-0.140,-28.809,-29.602,8.606
0.038,0.115,0.009,-24.597,-32.593,9.766
0.047,0.106,0.097,-23.926,-26.123,10.620
0.054,0.064,0.142,-20.508,-17.639,10.681
0.031,0.010,0.158,-16.968,-9.888,10.193
0.008,-0.019,0.165,-20.630,-1.587,9.888
-0.005,-0.003,0.138,-30.640,8.301,10.376
-0.009,-0.022,0.033,-36.621,17.700,11.841
0.007,-0.002,0.013,-42.053,22.095,16.418
0.013,0.046,0.073,-44.495,20.508,22.400
0.043,0.096,0.087,-36.316,17.517,26.489
0.068,0.117,0.098,-21.851,11.414,28.442
0.070,0.117,0.079,-9.705,4.578,29.358
0.063,0.042,0.007,-1.038,0.549,29.480
0.047,-0.020,-0.064,1.892,-1.526,29.114
0.047,-0.052,-0.065,-0.427,-5.005,27.405
0.054,-0.058,-0.046,-3.845,-9.583,25.696
0.044,-0.049,-0.041,-5.859,-13.184,24.414
0.030,0.011,-0.127,-7.141,-14.832,22.644
-0.005,0.073,-0.191,-6.104,-18.982,18.433
-0.023,0.126,-0.165,-4.333,-28.687,12.329
-0.030,0.127,-0.092,3.418,-39.856,4.517
-0.033,0.119,-0.007,18.433,-46.814,-2.075
-0.048,0.138,0.122,34.790,-48.401,-4.944
-0.061,0.212,0.192,53.223,-44.678,-2.686
-0.140,0.276,0.162,73.364,-34.363,3.540
-0.352,0.318,-0.171,86.548,-15.686,13.367
-0.478,0.554,-0.506,78.552,-1.831,27.405
-0.497,0.888,-0.499,70.251,-12.085,40.161
-0.395,1.323,-0.360,74.524,-34.729,46.570
-0.317,1.730,-0.398,94.727,-45.715,46.692
-0.229,2.090,-0.347,101.318,-42.419,39.917
-0.158,2.309,0.082,84.473,-47.180,28.442
-0.141,2.354,0.509,58.350,-34.546,12.268
-0.349,2.593,0.389,14.587,8.911,3.052
-0.852,2.558,0.022,-24.902,35.706,-2.441
-1.257,2.404,-0.320,-45.349,34.119,-4.272
-1.474,2.185,-0.265,-57.129,30.945,-8.118
-1.455,2.011,0.261,-73.059,15.137,-8.301
-1.363,1.985,0.797,-75.256,10.132,-3.967
-1.204,2.197,0.717,-59.143,33.203,6.836
-1.090,2.391,0.250,-30.579,44.800,15.686
-0.900,2.476,-0.101,-5.554,30.212,15.930
-0.617,2.352,-0.179,10.071,13.916,6.409
-0.323,2.112,-0.092,14.954,8.240,-9.644
-0.133,1.889,0.021,5.432,11.658,-21.057
-0.057,1.687,0.043,-11.047,22.644,-25.513
-0.063,1.478,0.008,-21.912,33.264,-24.353
-0.124,1.324,-0.007,-20.996,36.316,-17.944
-0.193,1.199,-0.018,-13.733,34.546,-10.864
-0.246,1.095,0.022,-7.446,29.907,-5.432
-0.279,1.020,0.058,-4.028,24.597,-1.648
-0.299,0.945,0.061,-3.296,18.982,0.854
-0.296,0.890,0.035,-3.906,13.855,2.747
-0.282,0.827,0.002,-2.441,7.874,3.601
-0.262,0.752,-0.051,2.441,0.977,2.869
-0.213,0.658,-0.072,10.742,-5.371,0.610
-0.170,0.568,-0.094,19.104,-11.536,-1.099
-0.155,0.496,-0.136,25.879,-14.404,-1.099
-0.152,0.429,-0.169,28.931,-13.550,0.122
-0.152,0.398,-0.182,26.550,-11.414,3.052
-0.146,0.399,-0.163,21.423,-9.949,6.348
-0.150,0.446,-0.136,14.343,-8.972,8.301
-0.159,0.506,-0.134,7.629,-7.568,9.094
-0.167,0.608,-0.114,1.953,-6.348,8.789
-0.180,0.693,-0.097,0.671,-5.127,7.080
-0.197,0.740,-0.083,3.906,-3.845,4.822
-0.228,0.721,-0.067,8.850,-3.357,2.747
-0.253,0.721,-0.060,9.399,-2.686,2.014
-0.280,0.742,-0.041,5.920,-1.953,2.380
-0.283,0.783,-0.029,-0.671,-0.366,2.747
-0.284,0.847,-0.010,-8.484,0.916,2.747
-0.296,0.917,-0.002,-15.015,1.892,3.601
-0.309,0.992,-0.009,-18.860,3.113,4.395
-0.321,1.043,-0.023,-18.860,3.601,5.127
-0.332,1.065,-0.053,-15.320,3.540,5.432
-0.331,1.060,-0.077,-8.545,3.235,5.676
-0.310,1.051,-0.087,-2.014,3.174,5.859
-0.282,1.027,-0.070,3.540,3.357,5.859
-0.258,1.011,-0.069,6.470,5.188,5.859
-0.243,0.999,-0.083,7.507,8.179,6.226
-0.226,0.982,-0.099,8.423,9.460,6.470
-0.219,0.969,-0.087,9.399,8.118,6.958
-0.216,0.990,-0.086,9.338,6.348,8.057
-0.222,1.000,-0.070,9.033,4.456,8.850
-0.220,1.036,-0.069,9.399,3.540,9.094
-0.232,1.035,-0.001,11.230,1.648,8.423
-0.235,1.048,-0.001,10.742,1.343,7.385
-0.248,1.017,0.009,11.047,0.244,5.798
-0.256,0.994,-0.004,8.850,-0.427,4.333
-0.266,0.952,-0.003,7.446,-1.770,3.784
-0.185,2.026,0.857,71.472,49.683,11.353
-0.349,2.078,1.041,101.563,44.983,-1.282
-0.546,2.125,0.933,119.019,55.908,-7.263
-0.772,2.069,0.594,129.395,66.895,-10.071
-0.823,2.094,0.060,129.333,67.810,-6.531
-0.602,2.221,-0.300,114.868,63.904,-0.549
-0.331,1.829,-0.270,76.965,49.133,2.625
-0.154,1.998,-0.153,29.663,32.959,4.883
-0.215,2.316,0.004,-2.808,11.963,3.235
-0.510,2.838,-0.004,-22.705,-15.503,9.094
-0.767,3.270,0.129,-38.330,-46.326,13.550
-0.844,3.466,0.384,-48.096,-60.608,9.155
-0.817,3.495,0.351,-50.903,-56.702,-0.916
-0.662,3.229,0.046,-35.645,-41.931,-17.761
-0.499,2.776,-0.185,-7.141,-26.672,-33.752
-0.396,2.328,-0.207,17.456,-15.076,-35.461
-0.397,1.909,-0.156,33.997,-8.667,-28.015
-0.415,1.506,-0.147,44.067,-2.258,-20.264
-0.400,1.038,-0.145,47.729,7.874,-13.062
-0.407,0.486,-0.041,44.250,18.311,-6.226
-0.424,-0.074,0.033,34.790,27.466,1.709
-0.418,-0.388,0.016,24.963,32.654,14.221
-0.362,-0.571,-0.037,24.414,33.813,19.958
-0.254,-0.620,-0.153,29.785,33.203,18.555
-0.120,-0.613,-0.354,32.593,36.499,8.972
0.001,-0.474,-0.472,30.518,41.016,-7.080
0.066,-0.386,-0.585,23.560,39.490,-18.066
0.057,-0.076,-0.577,13.062,28.320,-12.756
-0.053,-0.155,-0.756,-2.380,21.667,-16.541
-0.126,0.054,-0.648,-20.813,10.376,-13.794
-0.155,0.182,-0.504,-46.082,1.404,-8.789
-0.164,0.196,-0.331,-58.350,-4.456,-12.024
-0.172,0.146,-0.186,-59.204,-10.315,-15.076
-0.163,0.077,-0.052,-55.481,-12.878,-15.930
-0.169,0.042,0.041,-51.819,-11.841,-12.939
-0.177,0.015,0.108,-43.030,-8.667,-8.423
-0.182,0.019,0.118,-32.227,-3.418,-4.456
-0.176,0.045,0.109,-20.447,1.282,-0.732
-0.152,0.093,0.118,-12.390,5.737,2.014
-0.106,0.085,0.141,-5.310,7.874,1.465
-0.074,0.064,0.152,2.441,10.498,1.587
-0.019,0.045,0.147,8.179,14.465,3.113
0.025,0.006,0.132,10.742,18.311,6.287
0.080,-0.004,0.110,9.827,21.851,10.925
0.125,-0.019,0.068,6.287,24.414,16.357
0.165,-0.016,0.028,0.854,23.560,22.949
0.179,-0.028,-0.009,-5.554,19.653,27.649
0.210,-0.050,-0.075,-12.756,15.137,30.640
0.238,-0.050,-0.109,-19.775,9.033,31.067
0.188,-0.027,-0.147,-23.682,2.808,28.992
0.151,0.001,-0.259,-19.836,-1.648,24.231
0.105,0.140,-0.324,-14.099,-5.005,20.264
0.042,0.203,-0.341,-3.723,-8.118,15.320
-0.009,0.182,-0.216,10.620,-17.822,8.728
-0.074,0.176,-0.086,24.963,-29.419,3.235
-0.138,0.128,-0.013,44.189,-40.344,-1.709
-0.197,0.066,0.092,62.744,-51.086,-3.906
-0.255,0.141,0.080,69.946,-54.810,-2.014
-0.321,0.284,-0.034,70.313,-51.575,3.418
-0.386,0.557,-0.101,67.810,-48.889,14.526
-0.482,0.972,-0.249,70.190,-53.650,29.846
-0.562,1.446,-0.473,86.243,-65.308,39.490
-0.318,1.574,-0.522,98.389,-81.787,34.973
-0.464,2.073,-0.017,69.458,-96.191,34.241
-0.161,2.386,0.327,21.179,-80.261,33.630
-0.202,2.443,0.409,-10.254,-42.969,15.564
-0.511,2.648,0.091,-51.758,-11.292,13.977
-0.821,2.444,-0.121,-79.651,-8.179,8.179
-1.011,2.307,-0.191,-75.989,-19.348,2.197
-1.136,2.240,-0.296,-71.045,-20.752,-3.967
-1.060,2.405,-0.184,-92.957,-15.991,1.343
-0.950,2.589,0.111,-92.529,-21.423,15.442
-0.914,2.742,0.182,-51.392,-18.127,25.574
-0.752,2.799,0.120,6.470,-7.202,28.870
-0.574,2.658,0.096,46.814,-8.240,23.987
-0.373,2.409,0.073,63.354,-11.597,14.954
-0.257,2.049,0.053,65.247,-8.118,3.357
-0.266,1.721,0.057,54.443,-2.258,-3.845
-0.337,1.417,0.093,37.170,0.854,-8.240
-0.403,1.181,0.137,15.198,2.808,-9.644
-0.455,1.067,0.144,-6.409,1.587,-7.263
-0.482,1.005,0.143,-16.052,-5.493,-3.174
-0.479,1.002,0.183,-14.587,-17.334,0.793
-0.418,1.012,0.145,-13.184,-24.170,5.310
-0.341,0.990,0.064,-12.878,-25.269,8.301
-0.260,0.963,0.011,-13.245,-25.635,10.498
-0.179,0.920,-0.045,-13.184,-24.414,11.230
-0.125,0.885,-0.112,-10.620,-22.095,10.498
-0.096,0.824,-0.145,-4.883,-21.179,9.338
-0.093,0.710,-0.139,2.197,-20.691,7.751
-0.105,0.592,-0.119,7.263,-18.799,7.935
-0.140,0.491,-0.112,7.996,-15.320,10.803
-0.169,0.415,-0.098,4.211,-10.864,15.137
-0.205,0.389,-0.067,-3.845,-7.751,19.409
-0.244,0.396,-0.042,-12.329,-6.531,21.912
-0.260,0.461,-0.038,-19.409,-5.859,22.461
-0.253,0.548,-0.050,-23.193,-5.493,20.508
-0.239,0.598,-0.065,-23.499,-6.226,16.357
-0.214,0.652,-0.102,-22.644,-5.859,13.428
-0.193,0.684,-0.134,-20.935,-5.493,11.475
-0.201,0.698,-0.170,-19.897,-5.676,9.766
-0.205,0.737,-0.212,-21.240,-4.761,9.277
-0.217,0.782,-0.179,-24.963,-4.395,10.620
-0.225,0.843,-0.150,-31.616,-2.258,12.634
-0.234,0.906,-0.125,-36.255,1.892,15.259
-0.263,0.961,-0.149,-36.133,6.226,17.700
-0.294,0.983,-0.177,-30.090,8.972,18.188
-0.314,0.998,-0.151,-21.973,7.751,17.883
-0.313,1.018,-0.107,-14.465,6.165,16.296
-0.305,1.002,-0.055,-5.981,5.920,11.841
-0.296,0.986,-0.010,-0.427,7.385,7.507
-0.283,0.976,0.002,1.465,10.620,5.310
-0.271,0.955,-0.002,3.174,14.587,4.639
-0.271,0.922,-0.008,4.211,17.639,5.066
-0.249,0.918,-0.057,3.845,19.958,6.897
-0.255,0.919,-0.052,2.258,18.860,9.888
-0.254,0.906,-0.083,-0.183,17.212,10.864
-0.252,0.920,-0.115,-3.967,15.869,12.146
-0.240,0.924,-0.118,-6.531,13.306,12.451
-0.203,2.823,-0.030,103.088,12.390,7.751
-0.257,2.909,0.210,84.167,9.460,-3.052
-0.307,2.966,0.118,65.430,22.827,-9.033
-0.441,3.020,0.032,48.096,21.545,-6.592
-0.467,2.962,0.060,38.574,7.812,-2.075
-0.480,2.749,0.088,36.987,-3.784,0.366
-0.508,2.443,0.015,36.743,-6.592,1.343
-0.510,2.142,0.004,32.715,-4.028,2.686
-0.550,1.824,0.074,26.184,-3.296,3.418
-0.646,1.563,0.109,19.653,-4.517,4.272
-0.737,1.343,0.096,20.447,-9.094,5.066
-0.765,1.101,-0.061,32.898,-15.503,4.150
-0.739,0.776,-0.170,47.485,-23.621,3.113
-0.594,0.482,-0.115,53.223,-30.518,5.676
-0.414,0.201,-0.090,48.828,-25.208,9.521
-0.276,-0.041,-0.154,39.795,-11.169,12.756
-0.195,-0.238,-0.342,31.738,7.141,12.939
-0.152,-0.410,-0.578,32.349,29.663,7.690
-0.108,-0.533,-0.687,22.156,51.819,-1.831
-0.087,-0.606,-0.838,2.808,62.866,-10.986
-0.057,-0.385,-0.755,-32.532,49.316,-5.859
-0.064,-0.283,-0.692,-65.552,29.968,-9.521
-0.072,0.001,-0.489,-93.262,8.240,-2.258
-0.062,0.160,-0.348,-114.624,-3.052,-3.601
-0.023,0.351,-0.148,-122.559,-13.855,-5.371
-0.007,0.387,0.026,-107.483,-24.414,-6.226
-0.008,0.329,0.167,-80.627,-30.273,-5.127
-0.011,0.318,0.235,-55.115,-28.564,-0.488
-0.003,0.259,0.210,-30.945,-19.104,1.831
0.000,0.168,0.170,-8.606,-10.498,0.244
0.023,0.084,0.164,10.681,-7.629,-1.221
0.042,-0.014,0.167,27.710,-8.301,-3.418
0.049,-0.074,0.168,39.978,-8.667,-4.028
0.055,-0.082,0.132,44.861,-6.775,-2.136
0.063,-0.090,0.120,44.006,-3.479,0.854
0.076,-0.078,0.135,37.109,0.610,6.897
0.080,-0.056,0.121,28.931,5.371,13.977
0.058,-0.074,0.036,24.597,9.033,19.104
0.017,-0.062,-0.078,22.766,9.766,23.071
0.006,-0.041,-0.153,23.193,6.409,25.024
0.011,-0.043,-0.221,24.414,2.380,23.010
0.015,-0.029,-0.241,22.034,-1.221,18.372
-0.010,-0.026,-0.169,17.700,-5.798,13.062
-0.057,-0.015,-0.077,18.616,-11.353,8.972
-0.092,-0.003,0.025,25.330,-16.541,6.775
-0.136,0.064,0.180,30.090,-20.508,6.897
-0.247,0.159,0.098,33.142,-14.587,10.193
-0.317,0.371,-0.044,24.231,-0.549,18.127
-0.397,0.725,-0.125,10.010,5.310,29.846
-0.453,1.146,-0.166,-1.099,6.226,42.175
-0.476,1.662,-0.177,-6.287,-0.732,51.636
-0.397,2.089,-0.186,-0.061,-5.981,50.415
-0.246,2.354,0.048,11.230,-7.141,38.757
-0.235,2.577,0.145,2.441,-5.005,27.466
-0.408,2.893,0.082,-18.494,-7.874,19.714
-0.671,2.916,-0.050,-39.063,-16.724,10.864
-0.778,2.953,-0.215,-65.918,-16.174,7.202
-0.655,2.855,-0.364,-100.220,-11.475,4.944
-0.734,2.694,0.028,-85.632,-30.090,3.113
-0.721,2.437,0.503,-26.123,-45.471,0.732
-0.707,2.238,0.504,25.024,-27.588,-3.174
-0.673,2.194,0.438,49.927,-13.855,-5.615
-0.638,2.009,0.413,69.580,-5.615,-11.841
-0.572,1.732,0.532,69.763,-0.427,-14.587
-0.533,1.550,0.659,50.720,3.784,-11.047
-0.572,1.324,0.495,31.128,10.071,-7.629
-0.581,1.065,0.236,20.569,13.367,-8.240
-0.501,0.919,0.051,16.052,7.202,-8.850
-0.381,0.870,-0.001,12.451,-3.723,-9.155
-0.245,0.885,-0.091,5.432,-11.047,-9.460
-0.145,0.914,-0.188,-4.700,-10.986,-9.033
-0.085,0.872,-0.231,-15.503,-10.681,-7.996
-0.040,0.882,-0.250,-23.071,-10.498,-4.517
-0.013,0.908,-0.257,-26.733,-8.728,-1.587
-0.008,0.870,-0.278,-21.790,-7.019,-1.221
-0.030,0.803,-0.296,-13.000,-6.470,-0.610
-0.068,0.717,-0.299,-3.540,-7.812,0.916
-0.102,0.635,-0.263,5.249,-11.230,3.418
-0.136,0.569,-0.202,11.414,-15.076,6.775
-0.161,0.542,-0.150,13.855,-16.785,10.681
-0.172,0.558,-0.104,13.611,-17.395,13.672
-0.169,0.587,-0.056,10.498,-17.822,13.794
-0.173,0.581,0.005,5.615,-17.029,11.353
-0.196,0.564,0.009,2.014,-13.428,9.583
-0.203,0.541,0.048,-0.488,-8.972,9.460
-0.214,0.526,0.088,-2.197,-5.676,10.437
-0.223,0.532,0.099,-5.554,-2.502,12.817
-0.222,0.573,0.078,-11.414,1.160,16.174
-0.231,0.650,0.046,-18.250,4.211,18.982
-0.236,0.756,-0.016,-24.353,6.958,20.447
-0.225,0.865,-0.045,-26.184,7.568,20.935
-0.214,0.939,-0.047,-24.048,5.798,19.653
-0.204,0.957,-0.061,-21.667,5.066,17.639
-0.201,1.009,-0.123,-20.020,6.775,16.907
-0.217,1.045,-0.217,-18.311,9.216,14.893
-0.228,1.087,-0.269,-16.357,9.460,12.756
-0.226,1.105,-0.251,-14.526,7.324,10.193
-0.231,1.110,-0.183,-13.306,5.249,7.996
-0.251,1.109,-0.125,-11.658,5.310,7.324
-0.285,1.099,-0.120,-9.949,7.507,7.751
-0.294,1.087,-0.097,-7.690,10.437,8.545
-0.296,1.087,-0.094,-3.723,11.597,8.545
-0.298,1.060,-0.110,0.366,11.475,8.179
-0.283,1.043,-0.098,2.014,10.498,8.240
-0.259,1.024,-0.063,1.648,8.667,8.240
-0.241,1.022,-0.029,-0.122,7.324,8.057
-0.219,1.028,-0.023,-3.235,7.263,7.996
-0.213,1.038,-0.021,-6.531,7.690,7.874
-0.205,1.031,-0.020,-9.399,8.972,7.690
-0.203,1.014,-0.008,-11.536,9.583,7.324
-0.204,1.003,0.000,-13.062,10.742,7.507
-0.198,0.986,-0.007,-12.085,12.146,7.385
-0.184,0.958,-0.016,-9.705,12.634,6.714
-0.169,0.916,-0.039,-7.080,12.512,5.432
-0.160,0.897,-0.061,-6.287,12.939,5.249
-0.148,0.888,-0.068,-6.226,13.245,5.432
-0.149,0.870,-0.057,-6.409,12.878,5.737
-0.167,0.861,-0.057,-8.484,12.817,6.775
-0.188,0.889,-0.064,-12.756,13.306,8.423
-0.135,2.573,0.530,95.947,63.049,22.949
-0.171,2.950,0.764,146.179,57.251,12.268
-0.439,2.576,0.468,193.665,46.631,-5.371
-0.696,2.389,-0.100,194.885,55.298,-9.338
-0.738,2.114,-0.322,153.503,66.223,-8.911
-0.792,2.129,-0.381,110.840,57.800,-2.991
-0.841,2.166,-0.505,76.721,46.082,-7.446
-0.910,2.456,0.020,43.640,24.719,-2.563
-0.950,2.839,0.504,12.207,3.967,12.634
-1.085,3.388,0.650,-7.141,4.272,22.583
-1.110,4.000,0.119,-8.118,23.254,23.987
-1.050,4.000,-0.088,3.906,28.625,8.423
-0.956,3.667,-0.089,7.935,25.146,-17.334
-0.875,3.053,-0.078,16.296,31.067,-35.034
-0.806,2.236,-0.020,34.302,43.518,-42.969
-0.698,1.584,-0.038,49.255,61.951,-40.039
-0.622,1.134,-0.240,59.204,73.792,-31.189
-0.532,0.830,-0.391,69.092,66.345,-23.682
-0.379,0.433,-0.436,82.275,50.720,-23.315
-0.215,0.111,-0.434,86.060,41.199,-24.048
-0.078,-0.151,-0.438,81.970,41.443,-27.039
0.011,-0.373,-0.516,78.064,45.044,-35.583
0.053,-0.638,-0.544,80.505,41.565,-49.255
0.024,-0.952,-0.508,79.346,30.640,-57.129
0.006,-0.862,-0.476,71.228,21.118,-45.105
0.027,-0.327,-0.565,45.471,20.752,-29.968
-0.044,-0.574,-0.873,17.456,27.161,-40.955
-0.016,-0.064,-0.839,-9.460,15.137,-18.982
-0.020,0.103,-0.752,-49.255,3.845,-10.437
-0.047,0.240,-0.629,-74.768,-7.690,-5.188
-0.067,0.266,-0.469,-85.022,-17.578,2.014
-0.070,0.283,-0.231,-77.515,-26.428,10.986
-0.058,0.246,-0.016,-60.486,-30.334,15.198
-0.046,0.158,0.090,-42.114,-26.062,15.991
-0.049,0.053,0.114,-24.780,-17.151,16.357
-0.065,-0.043,0.147,-11.597,-9.827,15.930
-0.097,-0.128,0.177,-1.709,-5.493,14.709
-0.100,-0.155,0.190,2.319,-2.930,14.404
-0.068,-0.068,0.264,-1.831,-1.831,17.395
-0.004,0.075,0.284,-8.850,0.183,20.203
0.030,0.192,0.269,-4.272,-2.075,19.958
0.034,0.207,0.260,8.057,-7.263,16.174
0.065,0.195,0.144,11.658,-6.348,12.024
0.115,0.217,0.029,13.489,-4.639,10.498
0.141,0.139,-0.078,17.395,-5.005,8.179
0.146,0.061,-0.148,22.034,-6.531,5.676
0.150,-0.009,-0.199,24.719,-9.033,3.845
0.122,-0.085,-0.223,29.785,-12.573,2.319
0.077,-0.127,-0.241,33.997,-16.418,1.587
0.026,-0.151,-0.236,34.607,-20.447,1.831
-0.022,-0.112,-0.231,30.640,-24.902,4.150
-0.071,-0.034,-0.223,25.879,-27.588,6.958
-0.100,0.020,-0.178,23.560,-29.480,8.972
-0.097,0.091,-0.123,24.597,-29.175,9.949
-0.115,0.095,-0.091,30.334,-24.597,9.155
-0.114,0.075,-0.000,39.551,-18.066,7.935
-0.143,0.039,-0.008,53.101,-8.850,7.446
-0.164,0.184,-0.123,65.430,0.305,11.780
-0.201,0.422,-0.269,80.139,2.502,20.264
-0.292,0.552,-0.344,93.384,-3.479,26.001
-0.287,0.742,-0.410,86.121,-14.099,31.128
-0.304,0.934,-0.116,69.641,-35.034,37.720
-0.343,1.254,0.160,61.707,-56.885,37.903
-0.365,1.692,0.380,65.308,-57.129,33.020
-0.469,2.129,0.861,58.777,-60.364,28.564
-0.514,2.520,1.081,31.311,-39.001,23.682
-0.636,2.775,0.558,-28.198,-0.671,13.611
-0.782,2.964,-0.143,-96.619,21.729,15.503
-0.831,3.155,-0.391,-130.798,18.677,25.391
-0.905,2.996,-0.364,-125.793,16.907,19.470
-0.904,2.820,-0.138,-109.985,19.531,13.184
-1.027,2.593,0.193,-97.412,11.597,7.080
-0.851,2.573,0.501,-67.993,12.817,7.263
-0.715,2.543,0.512,-17.212,12.756,6.836
-0.581,2.417,0.450,27.893,5.188,4.883
-0.371,2.136,0.355,70.557,6.409,-2.136
-0.144,1.862,0.394,89.111,14.221,-8.728
-0.051,1.746,0.472,82.336,24.048,-8.789
-0.082,1.535,0.459,60.913,34.729,-9.460
-0.135,1.367,0.287,31.433,46.997,-6.592
-0.144,1.245,0.107,5.005,52.612,-2.625
-0.157,1.015,0.112,-9.216,44.495,-3.113
-0.157,0.915,0.133,-18.188,36.133,2.319
-0.148,0.851,0.117,-27.954,28.503,7.446
-0.165,0.837,0.031,-36.011,21.667,14.038
-0.183,0.848,-0.004,-42.603,12.573,22.156
-0.196,0.905,-0.011,-43.396,2.197,29.602
-0.204,0.907,-0.010,-34.668,-5.127,34.241
-0.206,0.868,-0.013,-24.536,-7.812,36.743
-0.220,0.829,-0.033,-16.418,-7.812,38.025
-0.250,0.769,-0.058,-10.132,-7.751,37.537
-0.256,0.707,-0.065,-7.812,-7.019,34.546
-0.245,0.637,-0.076,-7.812,-6.531,29.846
-0.232,0.581,-0.088,-8.972,-7.385,25.330
-0.227,0.547,-0.092,-11.047,-9.583,21.301
-0.244,0.487,-0.100,-14.465,-11.230,16.907
-0.261,0.442,-0.103,-19.104,-12.512,14.282
-0.287,0.449,-0.066,-25.391,-15.137,14.648
-0.300,0.497,-0.015,-33.691,-17.517,17.029
-0.318,0.598,-0.003,-43.396,-16.113,19.409
-0.310,0.720,0.021,-50.781,-11.902,21.179
-0.284,0.790,0.052,-50.293,-8.545,19.653
-0.263,0.842,0.067,-44.373,-6.958,16.479
-0.243,0.909,0.062,-36.499,-5.371,14.465
-0.219,0.968,0.046,-26.672,-3.052,12.024
-0.208,0.992,-0.005,-16.113,1.404,8.484
-0.194,0.995,-0.055,-6.409,6.897,5.127
-0.189,0.974,-0.073,1.892,9.705,1.892
-0.195,0.944,-0.090,7.202,10.315,-0.671
-0.215,0.921,-0.115,9.827,10.864,-2.258
-0.245,0.900,-0.147,10.193,11.292,-2.869
-0.263,0.938,-0.170,9.827,11.658,-1.770
-0.276,0.932,-0.142,11.536,11.658,-0.977
-0.290,0.941,-0.081,10.010,8.667,2.014
-0.309,0.957,-0.064,6.287,8.118,5.981
-0.327,0.969,-0.076,2.136,7.935,9.766
-0.321,0.984,-0.062,-1.770,7.080,12.146
-0.306,0.991,-0.023,-4.150,5.798,12.817
-0.299,0.994,-0.000,-4.822,4.883,12.451
-0.561,2.516,0.697,46.692,36.133,33.752
-0.773,2.794,1.023,99.365,64.575,24.292
-1.037,2.787,0.774,120.056,91.797,10.498
-1.213,2.773,0.488,109.802,93.628,-0.305
-1.162,2.944,0.050,94.482,81.238,-5.188
-0.805,3.162,-0.300,87.402,78.064,-7.507
-0.433,3.125,-0.559,70.313,95.032,-15.015
-0.333,3.042,-0.849,23.804,103.699,-16.296
-0.390,3.155,-0.787,-34.729,96.863,-10.193
-0.455,3.172,-0.466,-79.407,92.529,-7.996
-0.624,3.070,-0.098,-94.971,78.735,-11.841
-0.868,2.774,0.123,-84.412,71.594,-19.897
-0.953,2.387,0.233,-51.636,70.496,-25.940
-0.950,1.831,0.316,-14.160,59.631,-29.602
-0.833,1.417,0.138,8.484,49.805,-26.489
-0.561,1.103,-0.051,27.649,38.025,-23.193
-0.262,0.836,-0.144,53.406,26.672,-19.226
-0.031,0.549,-0.258,81.909,26.611,-9.460
0.179,0.281,-0.326,96.008,41.260,6.592
0.269,0.043,-0.308,95.459,58.716,24.963
0.261,-0.172,-0.356,95.337,71.960,39.856
0.190,-0.325,-0.438,81.299,74.158,55.176
0.139,-0.451,-0.500,68.298,66.833,58.350
0.016,-0.391,-0.580,58.838,61.157,48.096
0.136,-0.516,-0.711,19.470,50.415,25.085
0.112,-0.439,-0.548,-11.536,22.644,6.958
-0.131,-0.280,-0.554,-41.382,4.883,14.526
-0.152,-0.112,-0.538,-65.308,-5.371,13.672
-0.136,0.053,-0.355,-81.238,-18.677,11.353
-0.103,0.182,-0.161,-87.952,-29.236,11.047
-0.072,0.191,0.001,-89.722,-35.645,7.385
-0.046,0.115,0.088,-81.543,-39.917,2.991
-0.035,0.066,0.111,-69.153,-40.466,2.319
-0.038,0.049,0.125,-56.946,-37.415,5.005
-0.063,0.073,0.115,-43.091,-31.311,8.484
-0.113,0.090,0.096,-29.053,-22.705,12.146
-0.134,0.134,0.052,-14.587,-11.841,15.869
-0.088,0.185,0.075,-3.784,-5.127,18.738
-0.025,0.180,0.147,5.005,-3.479,20.142
0.032,0.146,0.187,9.644,-2.930,20.264
0.066,0.121,0.184,9.399,0.122,18.433
0.094,0.086,0.140,8.911,5.676,15.869
0.106,0.058,0.090,7.141,11.230,12.756
0.107,0.045,0.029,6.714,14.465,10.376
