aX,aY,aZ,gX,gY,gZ
0.128,0.827,-0.224,15.320,15.381,10.925
0.045,0.846,-0.265,25.513,19.287,13.123
-0.001,0.888,-0.290,35.522,23.437,13.184
-0.042,0.889,-0.264,45.837,23.743,10.193
-0.067,0.909,-0.196,50.842,22.339,10.193
-0.086,0.890,-0.098,50.049,20.264,11.719
-0.114,0.849,-0.044,43.823,18.738,14.099
-0.139,0.807,-0.014,34.485,18.921,18.066
-0.132,0.782,-0.016,27.161,21.667,23.010
-0.116,0.774,-0.111,18.433,26.794,27.893
-0.057,0.819,-0.184,-2.502,26.978,33.081
0.022,0.908,-0.137,-37.048,22.766,37.292
0.131,1.031,-0.108,-72.693,24.292,39.001
0.245,1.180,-0.091,-106.628,31.067,37.292
0.260,1.420,0.039,-137.634,35.278,27.466
0.269,1.491,-0.070,-140.930,46.204,1.831
0.196,1.395,-0.131,-132.324,51.208,-26.855
0.210,1.246,-0.117,-108.948,47.424,-38.452
0.270,1.156,-0.222,-71.716,47.302,-25.330
0.316,1.284,-0.292,-32.654,42.114,-3.906
0.303,1.167,-0.258,17.456,28.687,-1.892
0.279,1.076,-0.205,54.688,17.456,-5.432
0.278,1.040,-0.173,72.571,14.465,-4.517
0.280,0.985,-0.131,81.726,13.367,-4.089
0.290,0.942,-0.073,80.078,14.343,-2.930
0.293,0.911,-0.018,69.946,17.212,-1.526
0.281,0.910,-0.021,58.533,21.545,0.488
0.267,0.928,-0.061,51.880,24.719,2.502
0.261,0.948,-0.096,50.354,24.231,3.235
0.264,0.980,-0.125,50.537,20.752,3.723
0.283,1.026,-0.149,50.049,14.160,3.601
0.293,1.037,-0.130,49.011,4.883,1.770
0.237,1.025,-0.116,49.194,-1.587,-0.244
0.157,0.978,-0.142,49.438,-3.418,-1.221
0.085,0.937,-0.098,44.617,-4.395,0.549
0.067,0.883,-0.060,37.231,-4.089,4.944
0.053,0.871,-0.029,24.353,-4.211,10.254
0.062,0.890,-0.010,8.362,-5.310,16.113
0.083,0.926,-0.024,-3.296,-7.385,20.264
0.102,0.948,-0.036,-12.634,-9.949,21.973
0.123,0.949,-0.051,-20.874,-11.963,20.874
0.149,0.954,-0.054,-29.419,-12.878,17.456
0.125,0.971,-0.020,-37.048,-13.123,10.254
0.083,0.878,0.027,-31.860,-10.498,-1.099
0.070,0.838,0.002,-26.428,-3.601,-1.831
0.093,0.893,0.001,-23.743,-1.770,7.690
0.158,0.973,-0.006,-11.841,-3.784,15.564
0.179,0.906,-0.014,4.822,-8.728,12.573
0.178,0.861,0.043,8.606,-16.235,9.827
0.159,0.867,0.089,4.395,-20.447,9.338
0.133,0.858,0.081,2.625,-20.447,6.287
0.136,0.874,0.073,1.648,-21.240,4.517
0.162,0.908,0.053,0.793,-25.391,2.686
0.176,0.963,0.046,1.404,-32.471,-0.366
0.198,1.028,0.023,9.827,-39.124,-5.066
0.204,1.054,0.038,29.907,-44.128,-12.695
0.217,1.071,0.064,55.847,-46.143,-20.386
0.215,1.086,0.055,83.618,-41.809,-25.879
0.249,1.104,0.048,113.220,-33.447,-28.931
0.268,1.110,0.127,149.048,-25.391,-31.677
0.270,1.093,0.180,191.772,-11.658,-35.400
0.171,1.072,0.154,234.314,4.272,-42.053
0.115,0.996,0.001,256.958,18.738,-48.523
0.119,0.932,-0.155,210.632,27.344,-43.579
0.088,0.761,-0.215,77.881,21.057,-24.292
0.120,1.036,-0.304,-90.576,11.597,21.790
0.112,1.416,-0.417,-225.403,3.845,60.242
0.147,1.676,-0.149,-275.085,-13.855,55.481
0.105,1.613,0.038,-219.727,-23.560,6.226
0.035,1.219,-0.146,-122.498,-12.573,-51.453
-0.004,0.918,-0.178,-61.646,-8.484,-70.190
0.053,0.918,-0.149,-29.480,-10.925,-46.082
0.136,1.174,-0.193,9.277,-14.343,-22.827
0.108,1.011,-0.122,63.782,-23.193,-34.546
0.094,0.867,-0.030,99.976,-25.757,-43.091
0.066,0.811,-0.037,111.328,-17.334,-38.574
0.067,0.787,-0.077,111.389,-5.737,-29.968
0.092,0.808,-0.125,101.135,2.869,-22.156
0.121,0.821,-0.177,81.848,7.080,-21.240
0.110,0.760,-0.258,51.697,7.629,-22.827
0.132,0.804,-0.290,7.446,6.653,-14.526
-0.141,1.530,-1.616,109.192,11.047,-19.592
-0.113,1.305,-1.032,78.308,-48.584,-31.860
-0.135,1.175,0.298,10.986,-103.943,-31.799
-0.182,1.218,0.472,-28.748,-71.045,-16.235
-0.279,1.000,0.176,-54.871,-19.958,-8.179
-0.239,1.130,-0.010,-103.516,-11.963,13.855
-0.047,1.207,-0.091,-125.427,-30.823,32.043
0.269,1.305,-0.340,-109.985,-54.504,37.964
0.504,1.403,-0.437,-89.355,-76.843,36.499
0.632,1.402,-0.380,-64.941,-95.276,30.212
0.627,1.315,-0.495,-37.354,-91.858,22.949
0.562,1.358,-0.470,-27.466,-82.764,22.217
0.443,1.295,-0.300,-31.738,-76.599,21.118
0.302,1.182,-0.205,-33.386,-73.364,18.616
0.194,1.109,-0.154,-30.945,-75.439,19.043
0.117,1.037,-0.049,-18.677,-83.130,18.799
0.040,1.057,-0.027,-0.793,-86.121,17.822
-0.007,0.980,-0.118,16.541,-81.543,14.343
-0.039,0.955,-0.168,20.935,-82.397,16.235
-0.019,0.929,-0.202,19.104,-84.045,22.644
-0.005,0.952,-0.232,13.672,-83.862,30.884
0.027,0.978,-0.268,5.798,-83.740,38.391
0.058,0.979,-0.233,0.732,-88.867,42.175
0.080,0.938,-0.151,-2.869,-95.398,43.091
0.101,0.898,-0.099,-5.310,-98.694,43.213
0.110,0.861,-0.089,-8.545,-100.342,43.213
0.106,0.827,-0.101,-11.292,-101.868,42.480
0.134,0.799,-0.134,-13.916,-103.760,40.894
0.174,0.788,-0.158,-18.250,-105.835,39.673
0.208,0.778,-0.172,-24.902,-107.361,39.368
0.231,0.844,-0.198,-28.809,-107.300,39.551
0.233,0.792,-0.268,-24.536,-104.614,37.048
0.271,0.838,-0.288,-22.766,-104.797,38.818
0.283,0.857,-0.301,-15.381,-105.774,39.490
0.260,0.836,-0.265,-0.244,-110.229,35.217
0.238,0.830,-0.242,18.738,-113.159,31.860
0.273,0.789,-0.258,39.124,-114.746,28.076
0.293,0.776,-0.260,53.772,-123.962,24.292
0.306,0.734,-0.268,65.552,-137.573,18.311
0.280,0.664,-0.284,72.388,-149.536,10.681
0.233,0.671,-0.335,70.374,-158.020,6.531
0.145,0.655,-0.392,63.965,-163.025,1.709
0.042,0.569,-0.396,51.697,-165.527,-2.441
-0.023,0.477,-0.279,27.649,-168.335,-1.953
-0.036,0.527,-0.178,-3.479,-166.992,6.409
-0.037,0.576,-0.193,-23.010,-161.560,13.794
-0.054,0.636,-0.277,-33.447,-157.959,20.447
-0.116,0.728,-0.370,-46.753,-159.607,31.372
-0.240,0.880,-0.440,-71.838,-163.208,49.561
-0.211,1.133,-0.622,-109.436,-155.090,77.209
0.035,1.359,-0.786,-149.658,-141.724,102.661
0.214,1.527,-0.761,-185.730,-139.893,117.004
0.126,1.621,-0.561,-180.786,-144.043,115.173
0.074,1.384,-0.249,-109.558,-151.550,91.248
0.135,1.049,-0.039,-20.569,-158.020,67.993
0.213,1.158,-0.086,40.466,-160.400,61.829
0.203,0.931,-0.037,85.083,-169.189,31.433
0.225,0.872,-0.070,101.563,-169.922,5.249
0.279,0.867,-0.165,92.834,-163.452,-8.545
0.358,0.896,-0.187,66.528,-160.950,-14.832
0.470,0.944,-0.302,27.344,-158.386,-12.085
0.546,1.055,-0.383,-14.038,-154.358,0.366
0.598,1.160,-0.426,-44.434,-150.085,18.372
0.573,1.213,-0.543,-57.922,-144.104,33.020
0.417,1.207,-0.574,-57.495,-141.846,41.870
0.250,1.179,-0.543,-47.424,-144.043,47.302
0.118,1.114,-0.461,-30.029,-150.818,45.837
0.004,1.048,-0.389,-16.663,-158.325,41.809
-0.061,1.013,-0.324,-16.052,-162.537,39.490
-0.068,1.040,-0.294,-25.818,-160.339,39.001
-0.056,1.076,-0.302,-35.583,-154.053,39.307
-0.023,1.054,-0.334,-39.734,-146.423,39.429
0.018,1.067,-0.393,-45.410,-139.221,41.992
0.058,1.038,-0.408,-52.002,-135.681,46.265
0.105,1.047,-0.442,-60.364,-134.644,51.453
0.172,1.087,-0.409,-67.322,-133.606,52.124
0.183,1.043,-0.387,-63.721,-131.531,45.044
0.085,0.972,-0.351,-58.899,-133.057,37.048
0.143,0.930,-0.280,-55.298,-136.841,34.546
0.059,0.854,-0.242,-46.387,-137.756,32.166
0.053,0.792,-0.237,-34.424,-134.644,32.043
0.102,0.768,-0.267,-13.611,-130.676,31.372
0.113,0.689,-0.252,7.996,-131.287,24.658
0.141,0.699,-0.234,21.729,-130.737,19.592
0.179,0.634,-0.177,33.386,-130.310,13.489
0.220,0.614,-0.183,37.048,-127.014,10.132
0.250,0.612,-0.206,34.363,-121.582,8.972
0.265,0.663,-0.235,29.114,-116.211,9.155
0.277,0.696,-0.240,23.071,-111.145,9.094
0.283,0.732,-0.254,16.602,-106.628,7.935
0.281,0.764,-0.299,10.864,-101.746,7.202
0.266,0.796,-0.313,6.287,-99.304,6.348
0.260,0.809,-0.314,3.296,-98.694,5.615
0.259,0.795,-0.279,0.854,-100.525,5.310
0.254,0.830,-0.209,-2.991,-104.736,7.141
0.257,0.861,-0.144,-4.089,-107.727,8.728
0.254,0.893,-0.093,-1.221,-107.605,8.911
0.250,0.925,-0.099,3.540,-104.492,8.789
0.245,0.944,-0.157,6.897,-101.196,8.850
0.236,0.998,-0.231,7.202,-99.365,10.559
0.230,1.062,-0.304,4.578,-97.473,12.878
0.229,1.108,-0.375,-3.662,-94.971,15.747
0.234,1.190,-0.434,-20.264,-91.614,21.118
0.170,1.234,-0.421,-37.720,-87.891,24.475
0.089,1.178,-0.450,-46.326,-79.773,23.071
-0.061,1.192,-0.579,-52.490,-69.519,22.766
-0.208,1.257,-0.753,-51.331,-62.317,21.240
-0.327,1.309,-0.691,-43.213,-67.627,15.869
-0.294,1.307,-0.404,-24.475,-79.407,5.920
-0.229,1.290,-0.027,-4.639,-86.304,-1.282
-0.181,1.250,0.199,14.709,-81.726,-6.042
-0.199,1.188,0.237,31.494,-69.763,-8.179
-0.188,1.151,0.209,39.246,-63.293,-6.531
-0.098,1.132,0.117,39.001,-62.561,-4.883
0.048,1.126,-0.016,36.255,-63.904,-3.479
0.198,1.187,-0.063,26.001,-65.857,-1.404
0.300,1.202,-0.084,14.160,-64.270,0.244
0.321,1.189,-0.121,8.301,-57.495,0.000
0.279,1.183,-0.177,7.629,-48.096,-0.977
0.391,1.844,-0.606,-93.201,13.916,27.222
0.256,1.779,-0.630,-22.705,10.864,7.568
0.112,1.503,-0.370,60.913,-1.709,-19.104
-0.012,1.218,-0.145,131.287,-2.563,-39.551
-0.128,0.895,0.055,178.162,7.385,-52.185
-0.189,0.638,0.109,204.346,24.902,-56.152
-0.210,0.482,0.057,207.336,40.588,-49.622
-0.202,0.415,0.019,176.514,46.814,-33.997
-0.121,0.546,0.042,113.953,45.227,-11.475
-0.015,0.800,-0.005,37.720,46.265,9.644
0.070,0.944,-0.118,-24.597,50.842,22.644
0.150,1.050,-0.208,-76.904,51.758,29.419
0.205,1.118,-0.190,-121.338,47.058,33.447
0.252,1.284,-0.063,-144.714,43.213,34.729
0.260,1.403,-0.002,-125.366,50.293,25.024
0.216,1.364,-0.138,-66.406,65.918,4.639
0.129,1.145,-0.264,-2.014,74.158,-14.160
0.066,0.946,-0.191,43.579,70.557,-22.461
0.038,0.839,-0.097,66.833,68.848,-20.813
0.012,0.756,-0.125,74.646,75.012,-14.771
-0.006,0.705,-0.193,64.270,81.238,-5.737
-0.003,0.776,-0.201,32.715,83.435,6.958
0.026,0.803,-0.136,-3.174,83.496,16.785
0.067,0.856,-0.077,-34.058,86.609,23.621
0.085,0.945,-0.079,-55.847,92.590,28.381
0.093,0.993,-0.107,-64.331,98.267,27.954
0.086,0.993,-0.097,-66.589,101.624,24.292
0.083,0.994,-0.073,-66.589,105.469,20.142
0.084,0.977,-0.072,-61.340,112.366,15.686
0.070,0.948,-0.105,-49.438,119.324,10.498
0.066,0.914,-0.168,-33.997,125.366,5.615
0.087,0.886,-0.203,-19.653,127.014,2.075
0.094,0.883,-0.196,-6.836,124.878,0.244
0.119,0.899,-0.211,9.521,124.146,-1.404
0.142,0.868,-0.227,28.198,126.160,-4.944
0.153,0.818,-0.212,42.969,128.357,-8.606
0.144,0.786,-0.185,52.002,131.165,-10.681
0.137,0.750,-0.174,57.739,134.583,-11.597
0.133,0.723,-0.195,61.340,137.146,-11.169
0.136,0.743,-0.234,60.059,139.526,-8.972
0.155,0.800,-0.285,57.922,142.456,-6.714
0.190,0.865,-0.329,59.448,143.616,-4.822
0.216,0.918,-0.357,62.439,142.151,-3.235
0.239,0.952,-0.341,63.538,137.573,-2.136
0.256,0.989,-0.338,61.401,133.484,-0.183
0.265,1.015,-0.343,57.007,131.531,1.648
0.250,1.049,-0.374,51.270,132.080,3.601
0.212,1.086,-0.373,43.091,132.141,5.188
0.158,1.109,-0.319,31.555,128.906,5.127
0.086,1.138,-0.261,17.944,123.474,4.517
0.005,1.167,-0.249,5.005,118.896,3.906
-0.064,1.175,-0.287,-4.700,117.126,3.296
-0.082,1.165,-0.286,-12.268,116.211,2.991
-0.047,1.192,-0.229,-17.578,113.525,3.845
-0.010,1.198,-0.130,-17.029,111.511,4.944
0.007,1.184,-0.020,-13.550,113.464,6.287
0.000,1.168,-0.002,-11.658,120.850,8.789
0.001,1.143,-0.061,-12.695,128.479,11.108
-0.005,1.121,-0.104,-13.977,131.226,11.230
-0.001,1.074,-0.130,-9.338,130.981,9.460
-0.006,1.003,-0.156,1.770,131.897,7.080
-0.002,0.958,-0.167,13.245,132.629,7.202
0.004,0.950,-0.156,18.372,131.226,9.644
0.029,0.958,-0.115,18.005,129.333,11.658
0.076,0.958,-0.062,15.808,129.272,10.986
0.125,0.956,-0.016,13.306,131.287,8.667
0.168,0.944,0.031,11.047,132.874,6.104
0.191,0.923,0.019,10.803,135.010,3.479
0.197,0.906,-0.063,12.695,137.085,1.343
0.193,0.903,-0.145,14.465,135.132,0.732
0.170,0.896,-0.247,16.663,129.944,0.671
0.170,0.895,-0.271,17.700,121.521,1.282
0.190,0.909,-0.261,17.090,112.244,2.502
0.209,0.919,-0.246,15.869,105.164,2.930
0.213,0.937,-0.205,12.451,98.145,4.211
0.208,0.947,-0.146,7.996,92.407,4.944
0.213,0.937,-0.097,4.456,88.867,4.333
0.196,0.907,-0.034,3.906,84.961,2.441
0.160,0.866,-0.006,7.690,82.214,-0.977
0.119,0.820,-0.003,12.085,79.895,-3.906
0.107,0.773,-0.032,15.808,76.172,-7.385
0.089,0.730,-0.051,18.555,69.946,-11.108
0.087,0.713,-0.058,19.897,63.721,-13.855
0.097,0.707,-0.066,20.020,59.204,-15.930
0.105,0.718,-0.064,18.555,54.688,-18.250
0.114,0.765,-0.083,14.038,52.612,-20.142
0.124,0.812,-0.135,7.874,53.345,-22.339
0.123,0.838,-0.154,1.709,52.063,-25.452
0.105,0.866,-0.147,-3.906,47.791,-29.480
0.062,0.885,-0.131,-6.042,43.884,-34.607
0.011,0.879,-0.112,-4.211,41.626,-39.795
-0.037,0.870,-0.070,-4.761,40.649,-42.114
-0.076,0.899,0.004,-14.160,41.260,-39.124
-0.093,0.923,0.019,-30.945,46.082,-32.166
-0.077,0.958,-0.037,-52.856,53.101,-21.057
-0.045,1.062,-0.111,-80.933,57.922,-5.737
0.039,1.221,-0.261,-109.619,65.125,11.597
0.198,1.410,-0.433,-130.920,71.411,27.100
0.320,1.495,-0.531,-132.263,69.458,30.579
0.393,1.522,-0.520,-112.915,58.899,24.048
0.456,1.371,-0.401,-70.496,45.227,11.169
0.502,1.308,-0.226,-25.574,36.743,5.920
0.508,1.319,-0.219,12.085,35.461,2.930
0.469,1.226,-0.186,42.480,29.968,-6.287
0.398,1.141,-0.188,60.242,24.658,-12.634
0.327,1.042,-0.201,68.054,23.621,-15.930
0.296,1.014,-0.190,66.345,23.254,-13.306
0.257,0.977,-0.116,62.561,21.790,-7.690
0.225,0.939,-0.062,59.631,22.339,-2.869
0.213,0.927,-0.028,55.542,23.499,2.625
0.206,0.897,-0.003,52.429,22.949,5.676
0.215,0.886,0.011,47.974,21.179,7.324
0.228,0.879,0.002,42.053,18.372,7.874
0.211,0.881,-0.028,36.499,15.503,7.080
0.206,0.852,-0.055,32.166,12.756,5.981
0.224,0.845,-0.051,25.818,7.874,6.775
0.260,0.845,-0.038,19.958,4.028,8.362
0.293,0.857,-0.025,17.578,0.977,9.277
0.308,0.866,-0.052,18.188,-0.061,9.888
0.187,1.893,-1.017,-262.207,-20.447,111.084
0.125,1.411,-0.892,-197.449,-42.236,67.505
0.166,1.229,-0.313,-114.014,-71.045,69.946
0.370,1.423,-0.323,-18.799,-65.552,93.689
0.456,1.283,-0.650,102.600,-61.035,69.336
0.370,0.849,-0.513,199.707,-93.872,17.944
0.243,0.528,-0.348,231.995,-112.793,-6.470
0.205,0.418,-0.309,209.595,-104.065,1.221
0.213,0.519,-0.297,159.546,-89.233,29.724
0.281,0.769,-0.196,106.018,-82.825,52.856
0.348,0.955,-0.153,70.923,-75.989,49.438
0.306,0.980,-0.322,40.710,-57.922,34.607
0.230,0.925,-0.388,-12.329,-44.556,33.997
0.244,1.059,-0.376,-63.721,-43.762,45.593
0.252,1.064,-0.331,-77.026,-51.331,43.091
0.272,1.012,-0.312,-59.692,-63.049,32.959
0.277,0.998,-0.336,-29.114,-74.646,23.315
0.299,0.986,-0.412,-0.671,-80.872,15.320
0.310,0.934,-0.377,19.592,-87.036,8.057
0.315,0.859,-0.298,31.677,-89.783,3.662
0.285,0.809,-0.263,31.250,-85.388,3.906
0.229,0.833,-0.284,15.808,-76.050,9.827
0.155,0.857,-0.307,-7.385,-67.078,17.883
0.081,0.890,-0.329,-29.419,-62.195,25.452
0.005,0.917,-0.310,-49.622,-60.364,31.921
-0.023,0.946,-0.295,-68.481,-57.983,38.025
-0.012,0.987,-0.294,-85.449,-55.969,43.335
0.004,1.000,-0.250,-97.412,-57.434,45.349
0.015,0.997,-0.258,-102.295,-55.969,44.495
0.017,1.015,-0.313,-104.675,-49.500,43.030
0.030,1.045,-0.385,-105.957,-40.222,40.466
0.036,1.036,-0.438,-100.647,-31.921,36.011
0.046,1.026,-0.478,-91.064,-28.198,30.945
0.031,0.996,-0.434,-81.360,-31.921,26.978
-0.021,1.007,-0.377,-67.871,-35.034,28.748
-0.002,0.980,-0.385,-45.898,-31.128,28.992
0.091,0.937,-0.373,-21.729,-24.658,29.907
0.122,0.870,-0.412,3.967,-18.372,27.649
0.088,0.803,-0.400,24.963,-15.564,22.644
0.060,0.758,-0.361,37.476,-11.536,20.630
0.046,0.708,-0.347,47.974,-6.104,19.653
0.043,0.657,-0.329,57.922,-2.258,20.020
0.060,0.620,-0.268,65.918,-1.282,21.484
0.082,0.590,-0.195,72.205,0.122,23.437
0.084,0.556,-0.188,80.261,5.249,25.391
-0.016,0.615,-0.292,88.501,12.939,29.053
-0.094,0.632,-0.469,96.252,20.264,33.447
-0.127,0.613,-0.460,84.412,13.550,41.016
-0.196,0.716,-0.215,44.312,-3.113,53.955
-0.251,0.821,-0.179,7.141,-3.784,62.622
-0.283,0.893,-0.262,-19.043,5.554,66.956
-0.301,0.999,-0.314,-49.316,7.812,72.327
-0.238,1.160,-0.362,-79.407,5.920,77.881
-0.135,1.233,-0.323,-93.323,-0.305,77.148
-0.072,1.340,-0.261,-94.360,-8.118,73.853
-0.008,1.434,-0.240,-92.285,-14.526,69.031
0.044,1.535,-0.213,-92.346,-20.081,62.256
0.115,1.549,-0.135,-93.323,-24.170,51.880
0.139,1.519,-0.066,-91.003,-23.071,39.001
0.125,1.415,-0.085,-80.750,-14.343,26.367
0.076,1.284,-0.166,-64.270,-2.808,19.287
0.036,1.245,-0.209,-45.959,5.127,19.836
0.012,1.197,-0.204,-21.667,7.629,18.372
-0.021,1.128,-0.182,2.991,5.371,15.564
-0.047,1.082,-0.166,22.034,1.221,13.733
-0.066,1.029,-0.168,36.194,-1.465,12.329
-0.084,0.964,-0.194,45.837,-0.366,10.315
-0.096,0.887,-0.203,49.683,2.991,8.484
-0.100,0.829,-0.170,46.875,6.226,8.057
-0.096,0.786,-0.112,38.208,9.949,9.460
-0.083,0.777,-0.064,23.743,14.954,12.207
-0.078,0.798,-0.059,6.287,20.020,14.832
-0.070,0.840,-0.111,-7.324,24.475,16.052
-0.044,0.869,-0.167,-15.320,27.161,15.564
-0.008,0.892,-0.222,-20.508,28.381,13.977
0.031,0.906,-0.265,-21.118,28.381,11.353
0.059,0.896,-0.320,-14.648,26.733,7.202
0.069,0.859,-0.343,-4.883,22.095,2.258
0.072,0.812,-0.345,4.578,15.564,-1.465
0.070,0.770,-0.360,11.902,10.498,-4.089
0.068,0.737,-0.379,16.602,6.470,-7.019
0.060,0.703,-0.394,18.250,1.831,-9.399
0.071,0.668,-0.395,17.273,-3.845,-11.353
0.102,0.651,-0.355,14.160,-11.108,-12.634
0.143,0.630,-0.312,12.085,-19.287,-15.381
0.172,0.605,-0.284,11.536,-28.015,-19.592
0.213,0.594,-0.276,10.986,-37.537,-24.231
0.212,0.607,-0.223,11.353,-50.720,-29.541
0.142,0.650,-0.147,21.179,-65.186,-37.415
0.084,0.687,-0.121,43.152,-73.975,-46.753
0.032,0.720,-0.065,71.960,-77.698,-55.725
0.002,0.779,-0.030,97.717,-75.134,-61.218
-0.026,0.899,-0.059,114.014,-65.063,-64.270
-0.077,0.988,-0.197,121.826,-49.438,-66.040
-0.151,0.966,-0.374,93.079,-32.166,-61.401
-0.231,0.936,-0.489,3.906,-20.020,-39.429
-0.269,1.021,-0.611,-118.408,-16.052,2.319
-0.215,1.532,-0.249,-264.832,-22.644,53.345
0.050,2.028,-0.219,-354.675,-12.024,77.820
0.227,2.015,-0.659,-370.911,13.977,46.936
0.030,2.012,-1.042,-359.192,10.376,-20.996
-0.195,1.542,-1.029,-282.837,0.000,-88.745
-0.072,1.194,-0.724,-202.576,-1.160,-86.914
0.003,1.164,-0.603,-100.952,10.315,-48.584
0.162,1.365,-0.646,11.169,18.799,-25.940
0.243,1.236,-0.668,143.372,7.324,-49.561
0.354,1.152,-0.610,258.118,-8.362,-85.449
0.427,0.838,-0.412,340.759,-6.775,-101.746
0.145,0.514,-0.028,320.923,-9.521,-80.811
0.160,0.724,0.023,205.200,-2.075,-28.870
0.268,0.937,-0.008,111.511,6.897,-3.052
0.277,0.791,-0.144,44.678,12.756,-10.254
0.285,0.937,-0.061,-15.198,14.160,-9.155
0.282,1.040,-0.043,-44.128,22.461,-10.376
0.326,1.070,-0.116,-49.866,32.471,-16.968
0.391,1.125,-0.200,-49.744,31.982,-18.066
0.439,1.229,-0.278,-41.321,24.963,-15.625
0.414,1.246,-0.357,-15.503,19.897,-15.991
0.350,1.143,-0.370,16.907,17.151,-17.273
0.621,1.333,-1.121,-193.298,33.508,48.340
0.552,1.498,-1.380,-99.304,16.113,34.180
0.503,1.083,-1.026,50.659,-26.672,-12.329
0.411,0.960,-0.703,156.433,-54.626,-40.710
0.288,0.840,-0.479,231.201,-59.875,-56.152
0.175,0.655,-0.163,274.719,-57.922,-63.782
0.068,0.601,0.099,254.944,-47.363,-51.147
-0.021,0.780,0.125,189.697,-26.428,-24.963
-0.078,0.860,0.059,119.873,-11.780,-6.897
-0.071,1.019,0.038,36.316,-5.432,6.531
0.005,1.078,-0.044,-27.771,-0.488,15.076
0.098,1.107,-0.090,-67.932,2.808,16.663
0.193,1.119,-0.087,-95.642,0.916,16.663
0.273,1.090,-0.103,-102.905,1.038,11.780
0.325,1.087,-0.175,-95.947,4.517,5.310
0.355,1.082,-0.279,-78.857,8.118,-1.709
0.391,1.054,-0.340,-54.626,7.446,-8.972
0.417,0.984,-0.353,-26.855,3.601,-16.235
0.397,0.918,-0.349,-7.751,0.977,-19.653
0.351,0.865,-0.343,0.488,2.319,-18.982
0.293,0.856,-0.310,0.244,4.578,-15.381
0.241,0.852,-0.259,-0.671,6.714,-12.268
0.209,0.845,-0.225,0.854,9.460,-10.315
0.192,0.846,-0.214,3.235,12.512,-8.606
0.186,0.840,-0.196,5.493,14.954,-7.446
0.205,0.844,-0.194,5.859,16.174,-6.775
0.236,0.846,-0.207,3.662,17.212,-6.165
0.265,0.841,-0.229,1.099,17.395,-6.165
0.289,0.844,-0.263,-1.282,16.846,-6.714
0.302,0.821,-0.285,-2.747,16.235,-7.874
0.304,0.818,-0.288,-5.432,15.930,-8.728
0.311,0.836,-0.290,-9.460,16.296,-8.606
0.316,0.844,-0.277,-12.268,15.259,-8.728
0.314,0.858,-0.234,-11.414,11.841,-9.583
0.313,0.844,-0.196,-4.700,8.972,-12.207
0.307,0.794,-0.199,7.263,9.766,-16.296
0.290,0.737,-0.201,20.325,13.245,-19.775
0.263,0.691,-0.201,32.043,15.930,-21.606
0.228,0.661,-0.239,41.565,16.724,-22.156
0.209,0.640,-0.253,47.546,15.076,-21.912
0.189,0.628,-0.254,52.002,13.977,-20.447
0.174,0.668,-0.275,54.932,16.113,-17.944
0.162,0.693,-0.276,57.007,20.935,-15.991
0.166,0.735,-0.253,54.565,25.879,-13.916
0.207,0.806,-0.261,40.283,31.372,-10.254
0.239,0.897,-0.332,15.320,36.621,-5.310
0.175,0.977,-0.523,-8.606,43.335,-1.465
0.097,1.064,-0.878,-33.875,54.382,4.883
0.101,1.210,-0.934,-65.613,51.697,14.587
0.194,1.257,-0.615,-78.186,35.339,17.700
0.264,1.227,-0.285,-62.317,24.597,12.451
0.262,1.221,-0.095,-44.128,22.400,9.399
0.258,1.190,-0.038,-28.748,21.118,8.423
0.294,1.185,-0.047,-15.381,17.334,7.812
0.384,1.163,-0.092,-4.150,10.193,6.104
0.474,1.145,-0.186,5.066,4.639,4.211
0.498,1.155,-0.257,11.963,3.723,3.784
0.483,1.145,-0.343,14.099,9.399,4.578
0.453,1.143,-0.440,10.071,18.127,7.080
0.404,1.131,-0.473,5.188,23.193,10.315
0.344,1.107,-0.390,5.188,22.461,13.123
0.274,1.080,-0.295,10.620,19.775,14.282
0.224,1.039,-0.223,19.653,18.677,13.977
0.188,0.990,-0.173,28.748,17.273,12.695
0.158,0.948,-0.141,35.156,15.747,11.780
0.142,0.890,-0.149,39.185,15.076,11.108
0.136,0.836,-0.173,37.476,14.160,12.024
0.137,0.798,-0.178,30.762,12.329,14.587
0.139,0.780,-0.177,23.560,11.597,16.968
0.149,0.756,-0.181,20.447,12.756,18.250
0.161,0.746,-0.189,18.494,13.306,18.860
0.184,0.735,-0.199,17.029,12.573,18.799
0.204,0.741,-0.190,15.198,10.132,17.639
0.207,0.726,-0.186,14.465,8.301,14.282
0.210,0.707,-0.206,14.343,6.775,10.193
0.208,0.678,-0.219,15.991,4.517,5.920
0.191,0.636,-0.220,19.348,2.441,1.648
0.150,0.593,-0.234,21.179,2.319,-1.038
0.114,0.611,-0.260,19.531,1.831,-0.549
0.083,0.643,-0.269,18.372,0.122,-0.244
0.069,0.704,-0.265,14.526,-1.587,-0.183
0.078,0.762,-0.217,6.042,-3.784,-0.549
0.102,0.852,-0.177,-2.136,-2.441,-2.319
0.096,0.861,-0.188,-5.493,4.333,-7.263
0.083,0.893,-0.243,-11.475,14.709,-9.644
0.088,0.899,-0.291,-26.306,22.888,-8.118
0.099,0.952,-0.312,-48.706,26.123,-2.686
0.100,1.053,-0.379,-71.594,28.137,5.005
0.151,1.117,-0.494,-88.806,33.203,12.573
0.224,1.161,-0.640,-105.591,36.865,19.897
0.325,1.271,-0.640,-121.704,31.738,27.893
